Time (Sec);S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S29;S3;S30;S4;S5;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.02666666666666667;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.02666666666666667;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.037429333333333335;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9963392;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.9963392;99.9963392;100.0;100.0;
0.04601333333333334;19160.0;99.9967968;100.0;100.0;100.0;100.0;100.0;99.9967968;99.9967968;100.0;100.0;99.98650559999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.98650559999999;99.986032;99.9967968;99.9967968;
0.05459733333333333;19160.0;99.9830576;99.9967968;99.9967968;99.9967968;99.9967968;99.9967968;99.9864896;99.9896928;100.0;100.0;99.98650559999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.98307359999998;99.986032;99.98696319999999;99.98696319999999;
0.06427066666666666;19160.0;99.97962559999999;99.9828288;99.9828288;99.9828288;99.9828288;99.9828288;99.97962559999999;99.9862608;99.986032;99.996568;99.98650559999999;99.99313599999999;99.996568;99.99313599999999;99.99313599999999;99.99313599999999;99.986032;99.989464;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.07394399999999998;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.12666666666666665;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.22666666666666666;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.32666666666666666;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.42666666666666664;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.5266666666666666;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.6266666666666666;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.7266666666666666;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.8266666666666665;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
0.9266666666666665;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
1.0266666666666666;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98650559999999;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98307359999998;99.98259999999999;99.98353119999999;99.98353119999999;
1.037429333333333;19160.0;99.97962559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97962559999999;99.9862608;99.98259999999999;99.98259999999999;99.98640559999998;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98297359999998;99.98249999999999;99.98353119999999;99.98353119999999;
1.0460133333333332;19160.0;99.97952559999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97939679999999;99.97596479999999;99.97952559999999;99.9861608;99.98259999999999;99.98259999999999;99.98640559999998;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98297359999998;99.98249999999999;99.98343119999998;99.98343119999998;
1.0545973333333332;19160.0;99.97952559999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97586479999998;99.97952559999999;99.9861608;99.98259999999999;99.98259999999999;99.98640559999998;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97916799999999;99.986032;99.98297359999998;99.98249999999999;99.98343119999998;99.98343119999998;
1.0556866666666664;19160.0;99.97952559999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97586479999998;99.97952559999999;99.9861608;99.98249999999999;99.98259999999999;99.98640559999998;99.97916799999999;99.98259999999999;99.97916799999999;99.97916799999999;99.97916799999999;99.97906799999998;99.98593199999999;99.98297359999998;99.98249999999999;99.98343119999998;99.98343119999998;
1.0642706666666664;19160.0;99.97952559999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97586479999998;99.97952559999999;99.9861608;99.98249999999999;99.98249999999999;99.98640559999998;99.97906799999998;99.98249999999999;99.97906799999998;99.97906799999998;99.97906799999998;99.97906799999998;99.98593199999999;99.98297359999998;99.98249999999999;99.98343119999998;99.98343119999998;
1.1266666666666665;19160.0;99.97952559999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97929679999999;99.97586479999998;99.97952559999999;99.9861608;99.98249999999999;99.98249999999999;99.98640559999998;99.97906799999998;99.98249999999999;99.97906799999998;99.97906799999998;99.97906799999998;99.97906799999998;99.98593199999999;99.98297359999998;99.98249999999999;99.98343119999998;99.98343119999998;
